doc_id,sentence_id,token_id,token,pos,head_token_id,dep_rel,previous_token,previous_pos,intensified,movie,text,genero
text2617,1,4,voladoras,ADJ,3,amod,máquinas,NOUN,0,laputa,"progresos con máquinas voladoras, y nadie la ha visto excepto",femenino
text2628,2,7,buena,ADJ,1,ccomp,una,DET,0,laputa,Aún Dora entiende. Creo que ella realmente es una buena,femenino
text2630,4,2,antigua,ADJ,2,ROOT,la,DET,0,laputa,regresará a Gondoa . . . Yo quiero verla. . . La antigua,femenino
text2640,1,1,general,ADJ,1,ROOT,!,PUNCT,0,laputa,GENERAL,neutral
text2644,1,3,bueno,ADJ,3,ROOT,es,AUX,0,laputa,"No es bueno en las nubes. De todos modos, no pueden escapar!",masculino
text2649,1,8,acabados,ADJ,8,ROOT,estamos,AUX,0,laputa,"Si no sacudimos el Goliat, estamos acabados! Tienes buenos",masculino
text2649,2,2,buenos,ADJ,1,obj,tienes,VERB,0,laputa,"Si no sacudimos el Goliat, estamos acabados! Tienes buenos",masculino
text2660,1,4,superior,ADJ,3,amod,manija,NOUN,0,laputa,Gira la manija superior para abrir las alas.,neutral
text2662,1,3,abierto,ADJ,6,advcl,esté,AUX,0,laputa,"Cuando esté abierto, no estires el alambre. Recuerda, diríjela",masculino
text2674,1,4,pequeña,ADJ,3,amod,niña,NOUN,0,laputa,Eres una niña pequeña!!,femenino
text2677,1,7,buenos,ADJ,8,amod,tengo,VERB,0,laputa,en las montañas -- también tengo buenos ojos.,masculino
text2681,2,4,interno,ADJ,3,amod,teléfono,NOUN,0,laputa,"Si suben, no usen el altavoz. Hay un teléfono interno.",masculino
text2695,1,3,descuidados,ADJ,3,ROOT,sean,AUX,0,laputa,No sean descuidados. Puede que no estén al frente de nosotros.,masculino
text2707,1,4,mareados,ADJ,4,ROOT,poco,ADV,1,laputa,Solo un poco mareados!! Sí!! Continuaré la vigilancia.,masculino
text2708,1,1,asustada,ADJ,1,ROOT,.,PUNCT,0,laputa,Asustada?,femenino
text2712,2,4,tormentoso,ADJ,4,ROOT,poco,ADV,1,laputa,Te he atrapado en la caída ahora. Está un poco tormentoso.,masculino
text2717,1,2,juntos,ADJ,1,obj,amarrémonos,VERB,0,laputa,Amarrémonos juntos con esto. . .,masculino
text2723,2,1,buena,ADJ,2,amod,?,PUNCT,0,laputa,"Desafortunados, eh? Buena hora para una tormenta. Cuánto",femenino
text2730,1,4,extraño,ADJ,4,ROOT,es,AUX,0,laputa,"Pazu, es extraño, el amanecer viene por el lado. . .",masculino
text2744,2,2,inmensas,ADJ,2,ROOT,son,AUX,0,laputa,Las nuebes. Son inmensas. . .,femenino
text2752,1,6,baja,ADJ,7,amod,de,ADP,0,laputa,ESE es el centro de baja presión!! La nave no soportará el viento.,femenino
text2753,1,1,máximo,ADJ,2,amod,.,PUNCT,0,laputa,Máximo poder! Hacia el note!,masculino
text2763,1,3,maldito,ADJ,4,amod,el,DET,0,laputa,Siempre el maldito poder -- cuál es el problema!!,masculino
text2779,1,9,contraria,ADJ,8,amod,dirección,NOUN,0,laputa,"El viento aquí está soplando en la dirección contraria,",femenino
text2786,1,2,chupados,ADJ,2,ROOT,seremos,VERB,0,laputa,Seremos chupados. El viento no se acabará!,masculino
text2794,1,2,loco,ADJ,2,ROOT,estás,AUX,0,laputa,"Estás loco!! Si entramos, seremos reducidos a pedazos!!",masculino
text2800,1,3,maldita,ADJ,4,amod,una,DET,0,laputa,A una maldita hora ocupada como esta!!,femenino
text2800,1,5,ocupada,ADJ,4,amod,hora,NOUN,0,laputa,A una maldita hora ocupada como esta!!,femenino
text2808,1,1,general,ADJ,1,ROOT,!,PUNCT,0,laputa,GENERAL,neutral
text2817,1,10,arremolinadas,ADJ,9,amod,nubes,NOUN,0,laputa,La luz siempre indica el centro de las nubes arremolinadas.,femenino
text2818,2,1,estable,ADJ,1,ROOT,.,PUNCT,0,laputa,Laputa está dentro de la tormenta. Estable mientras avanza.,neutral
text2837,2,4,amarrado,ADJ,4,ROOT,bastante,ADV,1,laputa,Espera. . . Todavía está bastante amarrado. Mis manos están,masculino
text2866,1,9,rotos,ADJ,9,ROOT,están,AUX,0,laputa,"Oh, bien, los huevos no están rotos. . .",masculino
text2886,1,5,avanzada,ADJ,5,ROOT,tan,ADV,1,laputa,"su ciencia era tan avanzada, porqué. . .?",femenino
text2890,1,2,olvidada,ADJ,1,amod,escritura,NOUN,0,laputa,Escritura olvidada. . . Hiciste esto?,femenino
text2894,1,5,jardinero,ADJ,4,amod,robot,NOUN,0,laputa,Debe ser un robot jardinero. No hay gente. Quien sabe,masculino
text2899,1,2,solo,ADJ,2,ROOT,estás,AUX,0,laputa,Estás solo? No hay ningunos otros robots aquí?!,masculino
text2903,1,4,solitario,ADJ,2,xcomp,tan,ADV,1,laputa,"No luce tan solitario del todo, cierto. . .",masculino
text2903,1,8,cierto,ADJ,2,dep,",",PUNCT,0,laputa,"No luce tan solitario del todo, cierto. . .",masculino
text2918,2,3,capturados,ADJ,3,ROOT,están,AUX,0,laputa,Ah. . . Todos están capturados!!,masculino
text2928,1,1,general,ADJ,1,ROOT,!,PUNCT,0,laputa,GENERAL,neutral
text2932,1,1,general,ADJ,1,ROOT,..,PUNCT,0,laputa,GENERAL,neutral
text2934,1,3,suficiente,ADJ,5,amod,tendrán,VERB,0,laputa,Ustedes tendrán suficiente -- cuerda como esa!,neutral
text2935,1,1,general,ADJ,1,ROOT,!,PUNCT,0,laputa,GENERAL,neutral
text2939,1,1,general,ADJ,1,ROOT,.,PUNCT,0,laputa,GENERAL,neutral
text2940,1,5,difícil,ADJ,4,amod,código,NOUN,0,laputa,Intente crear un código difícil. Hey -- ningún robo!,neutral
text2942,1,6,ciegos,ADJ,6,ROOT,suficientemente,ADV,1,laputa,Los tontos son lo suficientemente ciegos.,masculino
text2944,1,1,increíbles,ADJ,2,amod,sheeta,PROPN,0,laputa,Increíbles raíces de árboles. . .,neutral
text2948,1,5,terribles,ADJ,4,amod,cosas,NOUN,0,laputa,Ellos están haciendo cosas terribles. . .,neutral
text2950,1,7,superiores,ADJ,6,amod,jardines,NOUN,0,laputa,Si ellos van a los jardines superiores. . .,neutral
text2952,1,7,nuevo,ADJ,6,fixed,de,ADP,0,laputa,"Sheeta, tenemos que tener de nuevo el Levistone.",masculino
text2962,1,3,roto,ADJ,3,ROOT,está,AUX,0,laputa,que está roto.'',masculino
text2967,1,4,terribles,ADJ,3,amod,cosas,NOUN,0,laputa,"botín, cosas terribles empezarán a suceder.",neutral
text2972,2,1,imposible,ADJ,1,ROOT,?,PUNCT,0,laputa,Las palabras? Imposible. . . Pero. . .,neutral
text2984,1,1,querido,ADJ,1,ROOT,sheeta,PROPN,0,laputa,Querido Dios. . .,masculino
text3021,1,2,equivocado,ADJ,2,ROOT,estás,AUX,0,laputa,Estás equivocado!!,masculino
text3041,1,1,general,ADJ,1,ROOT,?,PUNCT,0,laputa,GENERAL,neutral
text3047,1,1,mucha,ADJ,9,nsubj,1,NUM,0,laputa,Mucha de la tripulación del puente está gravemente herida.,femenino
text3047,1,9,herida,ADJ,9,ROOT,gravemente,ADV,1,laputa,Mucha de la tripulación del puente está gravemente herida.,femenino
text3048,1,6,inferior,ADJ,5,amod,hemisferio,NOUN,0,laputa,Mooska está dentro del hemisferio inferior. El ejército,neutral
text3050,1,1,general,ADJ,1,ROOT,.,PUNCT,0,laputa,GENERAL,neutral
text3051,1,5,verdaderos,ADJ,6,amod,sus,DET,0,laputa,Novato! Mostrando sus verdaderos colores al final.,masculino
text3062,1,3,central,ADJ,2,amod,nervio,NOUN,0,laputa,El nervio central de Laputa. El castillo y el tesoro de,neutral
text3065,1,7,guardada,ADJ,7,ROOT,completamente,ADV,1,laputa,La ciencia de Laputa está completamente guardada aquí.,femenino
text3070,1,11,real,ADJ,10,amod,familia,NOUN,0,laputa,"Más allá de aquí, nadie, excepto la familia real, puede entrar",neutral
text3073,1,6,profundo,ADJ,1,amod,tan,ADV,1,laputa,"Raíces de árboles, tan profundo como aquí. . .? (flip, flip)",masculino
text3081,1,11,inmenso,ADJ,12,amod,este,DET,0,laputa,Lo encontré!! Oh. . . Mira este inmenso Levistone!! ESTA,masculino
text3089,1,8,cierto,ADJ,4,advmod,",",PUNCT,0,laputa,"Tu clan se olvidó de eso, cierto?",masculino
text3091,1,4,negra,ADJ,3,amod,piedra,NOUN,0,laputa,Es la piedra negra!! Igual que en la leyenda!!,femenino
text3097,1,6,antiguo,ADJ,8,amod,un,DET,0,laputa,"Yo también, tengo un antiguo, nombre secreto, Lusheeta.",masculino
text3097,1,9,secreto,ADJ,8,amod,nombre,NOUN,0,laputa,"Yo también, tengo un antiguo, nombre secreto, Lusheeta.",masculino
text3100,1,9,sola,ADJ,10,amod,una,DET,0,laputa,Tu clan y mi clan eran originalmente una sola familia real.,femenino
text3100,1,11,real,ADJ,10,amod,familia,NOUN,0,laputa,Tu clan y mi clan eran originalmente una sola familia real.,neutral
text3106,1,1,general,ADJ,1,ROOT,.,PUNCT,0,laputa,GENERAL,neutral
text3110,1,1,general,ADJ,1,ROOT,.,PUNCT,0,laputa,GENERAL,neutral
text3118,1,1,general,ADJ,1,ROOT,.,PUNCT,0,laputa,GENERAL,neutral
text3124,1,1,general,ADJ,1,ROOT,!,PUNCT,0,laputa,GENERAL,neutral
text3128,1,1,general,ADJ,1,ROOT,.,PUNCT,0,laputa,GENERAL,neutral
text3132,1,1,general,ADJ,1,ROOT,.,PUNCT,0,laputa,GENERAL,neutral
text3133,1,2,loco,ADJ,2,ROOT,está,AUX,0,laputa,Está loco. . . ?,masculino
text3136,1,7,solo,ADJ,8,amod,un,DET,0,laputa,renacimiento del Imperio Mundial bajo un solo Rey.,masculino
text3147,1,5,celestial,ADJ,4,amod,fuego,NOUN,0,laputa,Este es el fuego celestial que Sodoma y Gomorra en el Antiguo,neutral
text3151,1,3,entero,ADJ,2,amod,mundo,NOUN,0,laputa,El mundo entero se inclinará ante Laputa de nuevo!,masculino
text3151,1,9,nuevo,ADJ,8,fixed,de,ADP,0,laputa,El mundo entero se inclinará ante Laputa de nuevo!,masculino
text3152,1,1,general,ADJ,1,ROOT,!,PUNCT,0,laputa,GENERAL,neutral
text3158,1,2,estúpida,ADJ,3,amod,tu,DET,0,laputa,Tu estúpida cara hizo una perfecta máscara de disgusto. Ow!!,femenino
text3158,1,6,perfecta,ADJ,7,amod,una,DET,0,laputa,Tu estúpida cara hizo una perfecta máscara de disgusto. Ow!!,femenino
text3173,1,2,lleno,ADJ,2,ROOT,está,AUX,0,laputa,Está lleno de ellos. . .,masculino
text3190,1,7,nuevo,ADJ,6,fixed,de,ADP,0,laputa,Espero que no me enfurezcas de nuevo.,masculino
text3192,1,7,juntos,ADJ,4,obj,tiempo,NOUN,0,laputa,Porque parece que pasaremos algún tiempo juntos. Espero,masculino
text3203,2,6,buen,ADJ,7,amod,un,DET,0,laputa,Excelente!! No crees que es un buen espectáculo? Oh!!,neutral
text3210,1,5,buena,ADJ,6,amod,una,DET,0,laputa,Regrésamelo -- se una buena chica. Vamos.,femenino
text3235,1,1,lánzalo,ADJ,1,ROOT,sheeta,PROPN,0,laputa,Lánzalo al océano. . .,masculino
text3239,1,6,importante,ADJ,6,ROOT,es,AUX,0,laputa,Esa piedra que tienes es importante. Cambiaré la vida de la,femenino
text3244,1,2,antiguo,ADJ,3,amod,el,DET,0,laputa,"El antiguo cuarto del trono no es tan expléndido, cierto?",masculino
text3244,1,9,expléndido,ADJ,9,ROOT,tan,ADV,1,laputa,"El antiguo cuarto del trono no es tan expléndido, cierto?",masculino
text3244,1,11,cierto,ADJ,9,advmod,",",PUNCT,0,laputa,"El antiguo cuarto del trono no es tan expléndido, cierto?",masculino
text3248,2,1,tuya,ADJ,1,ROOT,.,PUNCT,0,laputa,la tumba. Tuya y mía.,femenino
text3262,1,1,malos,ADJ,2,amod,robots,NOUN,0,laputa,"malos uses, no puedes vivir separado del suelo.",masculino
text3262,1,7,separado,ADJ,6,obj,vivir,VERB,0,laputa,"malos uses, no puedes vivir separado del suelo.",masculino
text3266,1,11,humana,ADJ,10,amod,raza,NOUN,0,laputa,El poder de Laputa es el sueño de la raza humana. Tus orejas,femenino
text3267,1,3,siguientes,ADJ,3,ROOT,las,DET,0,laputa,serán las siguientes. De rodillas!! Ruega por tu vida!,neutral
text3270,2,4,escondida,ADJ,4,ROOT,está,AUX,0,laputa,"Espera!! La piedra está escondida. Si le disparas a Sheeta,",femenino
text3288,2,5,izquierda,ADJ,4,amod,mano,NOUN,0,laputa,Yo las diré también. Está en mi mano izquierda.,femenino
text3306,1,4,buena,ADJ,5,amod,una,DET,0,laputa,Sheeta fue una buena chica. . .,femenino
text3313,2,2,excepcional,ADJ,2,ROOT,tan,ADV,1,laputa,Es el Levistone!! Que suerte tan excepcional!,neutral
text3339,1,2,vivos,ADJ,2,ROOT,están,AUX,0,laputa,Están vivos.,masculino
text3347,1,1,sanos,ADJ,1,ROOT,dora,PROPN,0,laputa,"Sanos y salvos, cierto.",masculino
text3347,1,3,salvos,ADJ,1,conj,y,CCONJ,0,laputa,"Sanos y salvos, cierto.",masculino
text3347,1,5,cierto,ADJ,1,advmod,",",PUNCT,0,laputa,"Sanos y salvos, cierto.",masculino
text3351,1,6,pobre,ADJ,9,amod,mi,DET,0,laputa,Todos están bien pero mi pobre y desbaratada nave. . .,neutral
text3351,1,8,desbaratada,ADJ,6,conj,y,CCONJ,0,laputa,Todos están bien pero mi pobre y desbaratada nave. . .,femenino
text3354,1,1,mejor,ADJ,1,ROOT,mucho,ADV,1,laputa,mejor!! Pobrecita -- un modo bastante cruel de cortarte,femenino
text3354,2,2,pobrecita,ADJ,2,ROOT,!,PUNCT,0,laputa,mejor!! Pobrecita -- un modo bastante cruel de cortarte,femenino
text3354,2,7,cruel,ADJ,5,amod,bastante,ADV,1,laputa,mejor!! Pobrecita -- un modo bastante cruel de cortarte,neutral
text3360,1,3,lamentable,ADJ,3,ROOT,es,AUX,0,laputa,No es lamentable? Todos estos preocupándose terriblemente.,neutral
text3362,1,8,libre,ADJ,7,amod,tiempo,NOUN,0,laputa,"En todo caso, en nuestro tiempo libre. . .",neutral
text3364,1,4,original,ADJ,3,amod,autor,NOUN,0,laputa,"NOTA DEL AUTOR ORIGINAL: ``Okami'' significa esposa, pero suena",neutral
text3365,1,2,raro,ADJ,2,ROOT,bastante,ADV,1,laputa,bastante raro tener a la mujer llamándola ``Esposa'' todo el,masculino
text3367,1,4,útil,ADJ,5,amod,la,DET,0,laputa,donde conseguí la útil palabra ``Levistone''. Significa,neutral
text3368,1,3,piedras-voladoras,ADJ,3,ROOT,`,PROPN,0,laputa,``piedras-voladoras''!,femenino
text3372,1,2,final,ADJ,1,amod,canción,NOUN,0,laputa,"Canción final de ""Tenkuu no Shiro Laputa"" (1986)",neutral
text3378,1,12,empacados,ADJ,3,advmod,",",PUNCT,0,laputa,"NAIFU RAMPU kaban ni tsumekonde un cuchillo, una lámpara, empacados en un bolso.",masculino
text3379,1,13,ardiente,ADJ,14,amod,su,DET,0,laputa,* tou-san ga nokoshita atsui omoi * Mi Padre me dejó su ardiente deseo.,neutral
text3382,2,2,brillantes,ADJ,1,amod,ojos,NOUN,0,laputa,"kagayaku hitomi kirameku tomoshibi Ojos brillantes, luces titilantes.",neutral
text3382,2,5,titilantes,ADJ,4,amod,luces,NOUN,0,laputa,"kagayaku hitomi kirameku tomoshibi Ojos brillantes, luces titilantes.",neutral
text3414,1,6,autorizada,ADJ,4,amod,no,ADV,0,mimi,Esta es una traducción no autorizada de una obra registrada. El original,femenino
text3414,1,10,registrada,ADJ,9,amod,obra,NOUN,0,mimi,Esta es una traducción no autorizada de una obra registrada. El original,femenino
text3415,1,2,registrado,ADJ,2,ROOT,está,AUX,0,mimi,"está registrado (c) 1995 por Hiiragi Aoi/Shuueisha, Nibariki, TNHG.",masculino
text3416,1,8,autorizada,ADJ,6,amod,no,ADV,0,mimi,"Dado que esta es una traducción no autorizada, no estoy en posición para",femenino
text3417,1,10,siguientes,ADJ,11,amod,las,DET,0,mimi,"demandar nada, pero por favor cumpla con las siguientes peticiones.",neutral
text3419,2,8,original,ADJ,7,amod,artista,NOUN,0,mimi,2. POR FAVOR respete los derechos del artista original de recibir ganancias,neutral
text3420,2,8,video,ADJ,9,amod,la,DET,0,mimi,"de su trabajo, y compre una copia de la video cinta original Japonesa o del",masculino
text3420,2,10,original,ADJ,9,amod,cinta,NOUN,0,mimi,"de su trabajo, y compre una copia de la video cinta original Japonesa o del",neutral
text3423,2,8,propia,ADJ,7,amod,subtitulación,NOUN,0,mimi,"3. Si usted va a hacer una subtitulación propia, POR FAVOR no cobre por",femenino
text3424,1,2,basadas,ADJ,1,amod,subtitulaciones,NOUN,0,mimi,"subtitulaciones basadas en esta traducción, y POR FAVOR incluya la petición",femenino
text3429,1,7,finales,ADJ,6,amod,créditos,NOUN,0,mimi,Traducción al Inglés de los créditos finales por Miyoko y Dwayne Fujima,neutral
text3435,1,4,basada,ADJ,1,amod,español,PROPN,0,mimi,"Traducción al Español basada en el libreto en Inglés versión 1.0.4, del 28",femenino
text3437,1,5,adicionales,ADJ,4,amod,ediciones,NOUN,0,mimi,"[Indudablemente habrá ediciones adicionales, pero esta versión es adecuada",neutral
text3437,1,11,adecuada,ADJ,3,conj,es,AUX,0,mimi,"[Indudablemente habrá ediciones adicionales, pero esta versión es adecuada",femenino
text3438,1,3,generalizado,ADJ,2,amod,uso,NOUN,0,mimi,para uso generalizado.],masculino
text3440,1,1,rectangulares,ADJ,1,ROOT,corchetes,NOUN,0,mimi,rectangulares.],neutral
text3442,1,1,normales,ADJ,1,ROOT,corchetes,NOUN,0,mimi,normales.},neutral
text3444,1,3,siguiente,ADJ,7,nsubj,la,DET,0,mimi,"{ La siguiente es una breve explicación del uso de ""honoríficos"" en la",neutral
text3444,1,6,breve,ADJ,7,amod,una,DET,0,mimi,"{ La siguiente es una breve explicación del uso de ""honoríficos"" en la",neutral
text3446,1,3,preferente,ADJ,2,amod,manera,NOUN,0,mimi,La manera preferente de escribir cualquier nombre de una persona en,neutral
text3448,1,1,propio,ADJ,1,ROOT,nombre,NOUN,0,mimi,propio. Invirtiendo este orden casi exclusivamente para trato entre,masculino
text3450,1,5,primera,ADJ,6,amod,de,ADP,0,mimi,no se conoce de primera mano a la persona a la que se esté refiriendo.,femenino
text3451,1,9,menor,ADJ,12,amod,de,ADP,0,mimi,En Japón se espera que toda persona de menor o igual edad o status que,neutral
text3451,1,11,igual,ADJ,9,conj,o,CCONJ,0,mimi,En Japón se espera que toda persona de menor o igual edad o status que,neutral
text3452,1,7,mayor,ADJ,10,amod,de,ADP,0,mimi,"usa el nombre de otra de mayor o igual edad o estatus, use uno de los",neutral
text3452,1,9,igual,ADJ,7,conj,o,CCONJ,0,mimi,"usa el nombre de otra de mayor o igual edad o estatus, use uno de los",neutral
text3453,1,1,siguientes,ADJ,2,amod,los,DET,0,mimi,siguientes honoríficos despues del nombre propio (o el apellido). El no usar,neutral
text3453,1,6,propio,ADJ,5,amod,nombre,NOUN,0,mimi,siguientes honoríficos despues del nombre propio (o el apellido). El no usar,masculino
text3455,1,2,rudo,ADJ,1,amod,algo,PRON,0,mimi,algo rudo y proveniente de una persona con poca educación o muy distraida.,masculino
text3455,1,4,proveniente,ADJ,2,conj,y,CCONJ,0,mimi,algo rudo y proveniente de una persona con poca educación o muy distraida.,neutral
text3455,1,13,distraida,ADJ,10,conj,muy,ADV,1,mimi,algo rudo y proveniente de una persona con poca educación o muy distraida.,femenino
text3456,1,15,social,ADJ,14,amod,clase,NOUN,0,mimi,"En la actualidad el ""status"" no se refiere tanto a la clase social donde",neutral
text3459,1,3,mayor,ADJ,4,amod,de,ADP,0,mimi,personas de mayor edad.,neutral
text3462,1,8,mayor,ADJ,9,amod,de,ADP,0,mimi,"Sama - Se usa con personas de mayor status que el propio, respetables y/o",neutral
text3462,1,12,propio,ADJ,9,advmod,el,DET,0,mimi,"Sama - Se usa con personas de mayor status que el propio, respetables y/o",masculino
text3462,1,14,respetables,ADJ,6,amod,",",PUNCT,0,mimi,"Sama - Se usa con personas de mayor status que el propio, respetables y/o",neutral
text3463,1,2,mayor,ADJ,3,amod,de,ADP,0,mimi,de mayor edad.,neutral
text3464,1,9,iguales,ADJ,8,obj,consideran,VERB,0,mimi,San - Honorífico entre personas que se consideran iguales. Usado,neutral
text3464,2,1,usado,ADJ,1,ROOT,.,PUNCT,0,mimi,San - Honorífico entre personas que se consideran iguales. Usado,masculino
text3466,2,2,informal,ADJ,2,ROOT,muy,ADV,1,mimi,Chan - De uso entre familiares y amigos. Muy informal. Para referirse a,neutral
text3467,1,3,menor,ADJ,4,amod,de,ADP,0,mimi,personas de menor edad y especialmente a niñas y señoritas adolecentes.,neutral
text3467,1,11,adolecentes,ADJ,8,amod,señoritas,NOUN,0,mimi,personas de menor edad y especialmente a niñas y señoritas adolecentes.,neutral
text3468,2,4,similar,ADJ,2,amod,muy,ADV,1,mimi,"Kun - De uso muy similar a ""Chan"" pero casi exclusivamente con niños y",neutral
text3469,1,2,adolecentes,ADJ,1,amod,jovenes,NOUN,0,mimi,jovenes adolecentes.,neutral
text3471,1,2,inicial,ADJ,1,amod,pantalla,NOUN,0,mimi,Pantalla inicial,neutral
text3472,1,3,cooperativa,ADJ,2,amod,producción,NOUN,0,mimi,Una producción cooperativa de:,femenino
text3474,1,2,reservados,ADJ,1,amod,derechos,NOUN,0,mimi,"Derechos reservados (c) 1995 por Hiiragi Aoi/Shuueisha, Nibariki, TNHG",masculino
text3475,1,2,siguientes,ADJ,3,amod,los,DET,0,mimi,Los siguientes créditos aparecen durante el tema inicial de la película:,neutral
text3475,1,8,inicial,ADJ,7,amod,tema,NOUN,0,mimi,Los siguientes créditos aparecen durante el tema inicial de la película:,neutral
text3483,1,2,inicial,ADJ,1,amod,cancion,NOUN,0,mimi,Cancion inicial,neutral
text3484,1,14,campestres,ADJ,13,amod,caminos,NOUN,0,mimi,"Take Me Home, Country Roads {Llévenme a mi hogar, caminos campestres}",neutral
text3486,1,3,campestres,ADJ,2,amod,caminos,NOUN,0,mimi,"*Caminos campestres, llévenme a mi hogar",neutral
text3489,1,7,campestres,ADJ,6,amod,caminos,NOUN,0,mimi,"Llévenme a mi hogar, caminos campestres",neutral
text3492,1,4,vieja,ADJ,4,ROOT,es,AUX,0,mimi,"La vida es vieja ahí, más vieja que los árboles",femenino
text3492,1,8,vieja,ADJ,4,amod,más,ADV,1,mimi,"La vida es vieja ahí, más vieja que los árboles",femenino
text3493,1,2,joven,ADJ,2,ROOT,mas,ADV,1,mimi,"Mas joven que las montañas, creciendo como la brisa",femenino
text3497,1,5,ajena,ADJ,1,amod,",",PUNCT,0,mimi,"Mujer de minero, ajena al agua azul",femenino
text3497,1,8,azul,ADJ,7,amod,agua,NOUN,0,mimi,"Mujer de minero, ajena al agua azul",neutral
text3498,1,1,obscura,ADJ,1,ROOT,azul,ADJ,0,mimi,"Obscura y polvosa, pintada en el cielo",femenino
text3498,1,3,polvosa,ADJ,1,conj,y,CCONJ,0,mimi,"Obscura y polvosa, pintada en el cielo",femenino
text3498,1,5,pintada,ADJ,1,advmod,",",PUNCT,0,mimi,"Obscura y polvosa, pintada en el cielo",femenino
text3499,1,2,vaporoso,ADJ,1,amod,sabor,NOUN,0,mimi,"Sabor vaporoso de moonshine, lagrima en mi ojo",masculino
text3500,1,9,alto,ADJ,10,amod,de,ADP,0,mimi,"{""moonshine"" es una bebida de alto contenido alcohólico, de destilación",masculino
text3500,1,11,alcohólico,ADJ,10,amod,contenido,NOUN,0,mimi,"{""moonshine"" es una bebida de alto contenido alcohólico, de destilación",masculino
text3501,1,1,casera,ADJ,1,ROOT,destilación,NOUN,0,mimi,"casera, muy barata, de baja calidad y por lo mismo muy popular en zonas",femenino
text3501,1,4,barata,ADJ,1,amod,muy,ADV,1,mimi,"casera, muy barata, de baja calidad y por lo mismo muy popular en zonas",femenino
text3501,1,7,baja,ADJ,8,amod,de,ADP,0,mimi,"casera, muy barata, de baja calidad y por lo mismo muy popular en zonas",femenino
text3501,1,14,popular,ADJ,1,conj,muy,ADV,1,mimi,"casera, muy barata, de baja calidad y por lo mismo muy popular en zonas",neutral
text3502,1,1,rurales,ADJ,5,amod,zonas,NOUN,0,mimi,rurales en Estados Unidos},neutral
text3506,1,6,lejano,ADJ,7,amod,mi,DET,0,mimi,El radio me recuerda mi lejano hogar,masculino
text3511,1,3,buenas,ADJ,4,det,:,PUNCT,0,mimi,Shizuku: Buenas tardes.,femenino
text3516,1,5,nuevo,ADJ,4,fixed,de,ADP,0,mimi,Mamá: ¿De nuevo te dieron una bolsa de plastico para un cartón de leche?,masculino
text3524,1,10,portátil,ADJ,9,amod,computadora,NOUN,0,mimi,Mamá: Me pregunto si deberiamos comprar una computadora portátil con,neutral
text3529,1,4,cierto,ADJ,3,fixed,por,ADP,0,mimi,Papá: Por cierto. Mañana voy a la oficina.,masculino
text3532,2,5,gran,ADJ,6,amod,un,DET,0,mimi,"código de barras, y es un gran alboroto para estar listos.",neutral
text3532,2,9,listos,ADJ,6,advcl,estar,AUX,0,mimi,"código de barras, y es un gran alboroto para estar listos.",masculino
text3535,1,7,raro,ADJ,6,amod,algo,PRON,0,mimi,"Mamá: Oye, hay algo raro acerca de este documento.",masculino
text3539,2,4,primero,ADJ,1,advmod,mi,PRON,0,mimi,Mamá: Ohh... Dejame a mi primero. Si no termino esto rapido el profesor,masculino
text3539,3,5,rapido,ADJ,3,advmod,esto,PRON,0,mimi,Mamá: Ohh... Dejame a mi primero. Si no termino esto rapido el profesor,masculino
text3542,1,8,agradables,ADJ,1,acl,son,AUX,0,mimi,"Papá: Shizuku, los libros son agradables pero tú necesitas irte a dormir.",neutral
text3548,1,4,asombroso,ADJ,1,acl,es,AUX,0,mimi,Shizuku: Es asombroso. Él los sacó todos antes que yó.,masculino
text3550,1,1,agradable,ADJ,2,amod,realmente,ADV,1,mimi,agradable...,neutral
text3551,1,4,siguiente,ADJ,3,amod,mañana,NOUN,0,mimi,A la mañana siguiente,neutral
text3558,2,3,nuevo,ADJ,2,fixed,de,ADP,0,mimi,Shizuku: ¿Qué? ¿De nuevo llegaste al final de las escaleras?,masculino
text3560,1,4,chistoso,ADJ,3,amod,que,SCONJ,0,mimi,Mamá: Que chistoso...,masculino
text3567,1,8,bajo,ADJ,1,amod,realmente,ADV,1,mimi,Shizuku: ¡Guau! ¡Realmente bajo!,masculino
text3568,1,6,agradable,ADJ,5,amod,algo,PRON,0,mimi,Shizuku: Presiento que algo agradable va a pasar hoy.,neutral
text3571,1,7,entusiasmado,ADJ,7,ROOT,estas,AUX,0,mimi,"Shizuku: ¡Yoo-hoo! Estas entusiasmado, ¿no es así?",masculino
text3575,1,6,buena,ADJ,7,amod,!,PUNCT,0,mimi,"Shizuku: ¡Yoo-hoo! Buena suerte, ¿OK?",femenino
text3580,2,4,raro,ADJ,3,amod,algo,PRON,0,mimi,"Kousaka: ¿Qué? No es algo raro, ¿o si?",masculino
text3586,1,2,cerrada,ADJ,2,ROOT,está,AUX,0,mimi,está cerrada.,femenino
text3597,1,7,raro,ADJ,6,amod,libro,NOUN,0,mimi,Shizuku: Este es un libro raro. Ni siquiera lo tienen en la biblioteca de la,masculino
text3602,1,7,antigua,ADJ,6,amod,historia,NOUN,0,mimi,no se ese tipo de historia antigua. Trata de preguntarle a uno de los,femenino
text3609,1,5,nuevo,ADJ,4,fixed,de,ADP,0,mimi,van a aparecer de nuevo!,masculino
text3611,2,5,preocupada,ADJ,5,ROOT,demasiado,ADV,1,mimi,"Kousaka: ¡Termina el alboroto! Harada, estas demasiado preocupada por tus",femenino
